year,department,value,activity
2015,Norte de Santander,2761.95,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2015,Putumayo,767.57,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2015,Quindío,1084.55,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2015,Risaralda,1968.02,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2015,"San Andrés, Providencia y Santa Catalina (Archipiélago)",174.43,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2015,Santander,4796.51,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2015,Sucre,1978.71,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2015,Tolima,2792.79,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2015,Valle del Cauca,9401.12,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2015,Vaupés,104.83,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2015,Vichada,175.4,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2015,Amazonas,7.67,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Antioquia,2500.07,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Arauca,19.59,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Atlántico,822.03,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Bogotá D.C.,8276.04,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Bolívar,400.64,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Boyacá,245.4,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Caldas,307.51,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Caquetá,56.82,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Casanare,45.52,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Cauca,180.57,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Cesar,140.47,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Chocó,34.59,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Córdoba,238.25,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Cundinamarca,548.51,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Guainía,2.28,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Guaviare,8.45,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Huila,310.52,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,La Guajira,131.1,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Magdalena,262.53,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Meta,192.11,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Nariño,302.69,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Norte de Santander,479.66,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Putumayo,45.4,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Quindío,151.43,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Risaralda,400.2,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,"San Andrés, Providencia y Santa Catalina (Archipiélago)",7.56,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Santander,664.9,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Sucre,186.07,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Tolima,321.45,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Valle del Cauca,1684.58,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Vaupés,2.48,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Vichada,4.9,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2015,Amazonas,28.5,Impuestos
2015,Antioquia,10542.98,Impuestos
2015,Arauca,105.7,Impuestos
2015,Atlántico,3509.48,Impuestos
2015,Bogotá D.C.,21596.86,Impuestos
2015,Bolívar,3136.91,Impuestos
2015,Boyacá,1517.96,Impuestos
2015,Caldas,991.86,Impuestos
2015,Caquetá,164.43,Impuestos
2015,Casanare,446.69,Impuestos
2015,Cauca,1282.49,Impuestos
2015,Cesar,513.53,Impuestos
2015,Chocó,98.24,Impuestos
2015,Córdoba,829.16,Impuestos
2015,Cundinamarca,4942.67,Impuestos
2015,Guainía,10.01,Impuestos
2015,Guaviare,23.8,Impuestos
2015,Huila,740.48,Impuestos
2015,La Guajira,304.7,Impuestos
2015,Magdalena,541.56,Impuestos
2015,Meta,1046.37,Impuestos
2015,Nariño,616.41,Impuestos
2015,Norte de Santander,729.72,Impuestos
2015,Putumayo,113.46,Impuestos
2015,Quindío,365.18,Impuestos
2015,Risaralda,1105.55,Impuestos
2015,"San Andrés, Providencia y Santa Catalina (Archipiélago)",98.89,Impuestos
2015,Santander,9416.15,Impuestos
2015,Sucre,375.57,Impuestos
2015,Tolima,1220.55,Impuestos
2015,Valle del Cauca,7710.84,Impuestos
2015,Vaupés,7.0,Impuestos
2015,Vichada,15.31,Impuestos
2016,Amazonas,93.92,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Antioquia,6362.5,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Arauca,766.69,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Atlántico,352.85,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Bogotá D.C.,11.72,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Bolívar,1218.04,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Boyacá,2186.42,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Caldas,1211.3,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Caquetá,497.93,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Casanare,1427.21,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Cauca,1766.23,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Cesar,1168.83,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Chocó,619.3,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Córdoba,1478.46,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Cundinamarca,6591.91,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Guainía,26.15,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Guaviare,139.94,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Huila,2265.54,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,La Guajira,331.61,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Magdalena,1590.56,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Meta,2463.63,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Nariño,1729.65,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Norte de Santander,1220.45,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Putumayo,191.04,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Quindío,972.94,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Risaralda,828.09,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,"San Andrés, Providencia y Santa Catalina (Archipiélago)",14.78,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Santander,3928.34,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Sucre,655.94,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Tolima,2744.16,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Valle del Cauca,4393.95,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Vaupés,18.25,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Vichada,172.66,"Agricultura, ganadería, caza, silvicultura y pesca"
2016,Amazonas,1.16,Explotación de minas y canteras
2016,Antioquia,2593.12,Explotación de minas y canteras
2016,Arauca,1529.8,Explotación de minas y canteras
2016,Atlántico,102.25,Explotación de minas y canteras
2016,Bogotá D.C.,337.74,Explotación de minas y canteras
2016,Bolívar,730.51,Explotación de minas y canteras
2016,Boyacá,1961.83,Explotación de minas y canteras
2016,Caldas,192.0,Explotación de minas y canteras
2016,Caquetá,16.05,Explotación de minas y canteras
2016,Casanare,5981.21,Explotación de minas y canteras
2016,Cauca,320.26,Explotación de minas y canteras
2016,Cesar,6176.64,Explotación de minas y canteras
2016,Chocó,966.99,Explotación de minas y canteras
2016,Córdoba,224.99,Explotación de minas y canteras
2016,Cundinamarca,481.07,Explotación de minas y canteras
2016,Guainía,28.56,Explotación de minas y canteras
2016,Guaviare,2.48,Explotación de minas y canteras
2016,Huila,905.64,Explotación de minas y canteras
2016,La Guajira,3585.38,Explotación de minas y canteras
2016,Magdalena,43.28,Explotación de minas y canteras
2016,Meta,14823.67,Explotación de minas y canteras
2016,Nariño,644.74,Explotación de minas y canteras
2016,Norte de Santander,401.46,Explotación de minas y canteras
2016,Putumayo,1190.16,Explotación de minas y canteras
2016,Quindío,25.23,Explotación de minas y canteras
2016,Risaralda,51.95,Explotación de minas y canteras
2016,"San Andrés, Providencia y Santa Catalina (Archipiélago)",1.46,Explotación de minas y canteras
2016,Santander,2144.82,Explotación de minas y canteras
2016,Sucre,42.19,Explotación de minas y canteras
2016,Tolima,592.72,Explotación de minas y canteras
2016,Valle del Cauca,151.09,Explotación de minas y canteras
2016,Vaupés,0.89,Explotación de minas y canteras
2016,Vichada,1.68,Explotación de minas y canteras
2016,Amazonas,11.86,Industrias manufactureras
2016,Antioquia,20435.04,Industrias manufactureras
2016,Arauca,140.65,Industrias manufactureras
2016,Atlántico,6128.31,Industrias manufactureras
2016,Bogotá D.C.,20068.78,Industrias manufactureras
2016,Bolívar,4530.39,Industrias manufactureras
2016,Boyacá,2954.44,Industrias manufactureras
2016,Caldas,1716.5,Industrias manufactureras
2016,Caquetá,98.39,Industrias manufactureras
2016,Casanare,307.38,Industrias manufactureras
2016,Cauca,2644.5,Industrias manufactureras
2016,Cesar,556.15,Industrias manufactureras
2016,Chocó,32.28,Industrias manufactureras
2016,Córdoba,1377.31,Industrias manufactureras
2016,Cundinamarca,11016.86,Industrias manufactureras
2016,Guainía,7.7,Industrias manufactureras
2016,Guaviare,11.55,Industrias manufactureras
2016,Huila,482.83,Industrias manufactureras
2016,La Guajira,55.27,Industrias manufactureras
2016,Magdalena,467.89,Industrias manufactureras
2016,Meta,638.34,Industrias manufactureras
2016,Nariño,354.36,Industrias manufactureras
2016,Norte de Santander,863.92,Industrias manufactureras
2016,Putumayo,30.0,Industrias manufactureras
2016,Quindío,348.67,Industrias manufactureras
2016,Risaralda,1811.49,Industrias manufactureras
2016,"San Andrés, Providencia y Santa Catalina (Archipiélago)",16.81,Industrias manufactureras
2016,Santander,9275.76,Industrias manufactureras
2016,Sucre,617.32,Industrias manufactureras
2016,Tolima,1988.96,Industrias manufactureras
2016,Valle del Cauca,14011.45,Industrias manufactureras
2016,Vaupés,0.4,Industrias manufactureras
2016,Vichada,4.44,Industrias manufactureras
2016,Amazonas,16.92,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Antioquia,4960.23,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Arauca,30.14,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Atlántico,2311.76,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Bogotá D.C.,4015.91,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Bolívar,790.94,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Boyacá,1242.69,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Caldas,654.79,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Caquetá,23.26,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Casanare,209.83,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Cauca,395.44,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Cesar,306.56,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Chocó,31.85,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Córdoba,524.24,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Cundinamarca,2638.9,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Guainía,0.63,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Guaviare,4.31,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Huila,535.31,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,La Guajira,388.75,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Magdalena,179.93,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Meta,292.33,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Nariño,152.03,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Norte de Santander,279.87,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Putumayo,15.55,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Quindío,146.02,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Risaralda,298.29,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,"San Andrés, Providencia y Santa Catalina (Archipiélago)",23.32,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Santander,1090.55,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Sucre,132.61,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Tolima,402.61,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Valle del Cauca,2497.78,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Vaupés,0.63,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Vichada,3.02,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2016,Amazonas,34.3,Construcción
2016,Antioquia,9041.3,Construcción
2016,Arauca,315.69,Construcción
2016,Atlántico,2951.37,Construcción
2016,Bogotá D.C.,10576.48,Construcción
2016,Bolívar,3359.71,Construcción
2016,Boyacá,2334.58,Construcción
2016,Caldas,965.7,Construcción
2016,Caquetá,448.89,Construcción
2016,Casanare,537.26,Construcción
2016,Cauca,1442.18,Construcción
2016,Cesar,751.1,Construcción
2016,Chocó,210.32,Construcción
2016,Córdoba,1167.78,Construcción
2016,Cundinamarca,4117.78,Construcción
2016,Guainía,46.13,Construcción
2016,Guaviare,76.17,Construcción
2016,Huila,1741.39,Construcción
2016,La Guajira,644.08,Construcción
2016,Magdalena,1065.97,Construcción
2016,Meta,1628.49,Construcción
2016,Nariño,1336.14,Construcción
2016,Norte de Santander,1597.76,Construcción
2016,Putumayo,300.94,Construcción
2016,Quindío,744.19,Construcción
2016,Risaralda,952.46,Construcción
2016,"San Andrés, Providencia y Santa Catalina (Archipiélago)",44.08,Construcción
2016,Santander,6027.16,Construcción
2016,Sucre,687.91,Construcción
2016,Tolima,1505.4,Construcción
2016,Valle del Cauca,3393.61,Construcción
2016,Vaupés,26.99,Construcción
2016,Vichada,51.7,Construcción
2016,Amazonas,186.26,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Antioquia,19466.34,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Arauca,465.79,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Atlántico,7141.9,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Bogotá D.C.,40567.22,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Bolívar,4971.35,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Boyacá,4060.45,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Caldas,2173.81,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Caquetá,626.12,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Casanare,2282.25,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Cauca,1829.22,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Cesar,1857.75,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Chocó,473.84,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Córdoba,2033.7,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Cundinamarca,7082.57,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Guainía,49.33,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Guaviare,118.28,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Huila,2247.49,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,La Guajira,1141.05,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Magdalena,2268.15,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Meta,3260.32,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Nariño,2372.02,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Norte de Santander,2293.83,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Putumayo,500.77,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Quindío,1366.36,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Risaralda,2569.86,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,"San Andrés, Providencia y Santa Catalina (Archipiélago)",758.63,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Santander,6807.27,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Sucre,1168.91,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Tolima,3163.91,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Valle del Cauca,13646.24,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Vaupés,59.01,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Vichada,55.98,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2016,Amazonas,4.46,Información y comunicaciones
2016,Antioquia,3405.8,Información y comunicaciones
2016,Arauca,30.26,Información y comunicaciones
2016,Atlántico,961.04,Información y comunicaciones
2016,Bogotá D.C.,9673.46,Información y comunicaciones
2016,Bolívar,574.94,Información y comunicaciones
2016,Boyacá,386.2,Información y comunicaciones
2016,Caldas,378.88,Información y comunicaciones
2016,Caquetá,64.18,Información y comunicaciones
2016,Casanare,73.65,Información y comunicaciones
2016,Cauca,176.26,Información y comunicaciones
2016,Cesar,235.66,Información y comunicaciones
2016,Chocó,38.96,Información y comunicaciones
2016,Córdoba,411.3,Información y comunicaciones
2016,Cundinamarca,1218.55,Información y comunicaciones
2016,Guainía,0.54,Información y comunicaciones
